Latitude,Longitude,year,counts,presence,Seedlings,Saplings,Adults,Flowering,Fruiting,Rainfall (mm),Beaufort scale,Temperature (C),altitude
-19.847048,57.786158,2001,0,0,0,0,0,0,0,,,,154.5604095
-19.846965,57.786274,2001,0,0,0,0,0,0,0,,,,158.9771576
-19.846769,57.786314,2001,0,0,0,0,0,0,0,,,,156.0554199
-19.84667,57.786391,2001,0,0,0,0,0,0,0,,,,158.859375
-19.846643,57.786492,2001,0,0,0,0,0,0,0,,,,164.1571808
-19.846756,57.785888,2001,0,0,0,0,0,0,0,,,,135.3993835
-19.847298,57.785645,2001,0,0,0,0,0,0,0,,,,134.5365295
-19.848064,57.785431,2001,0,0,0,0,0,0,0,,,,137.5291443
-19.848246,57.785441,2001,0,0,0,0,0,0,0,,,,139.086319
-19.848638,57.785259,2001,0,0,0,0,0,0,0,,,,134.353241
-19.848312,57.78541,2001,0,0,0,0,0,0,0,,,,137.1161194
-19.846337,57.785624,2001,0,0,0,0,0,0,0,,,,119.0871735
-19.853107,57.787986,2001,0,0,0,0,0,0,0,,,,170.7778931
-19.847144,57.788435,2001,0,0,0,0,0,0,0,,,,273.1213684
-19.850239,57.783128,2001,0,0,0,0,0,0,0,,,,59.69990921
-19.847595,57.787686,2001,0,0,0,0,0,0,0,,,,244.8282928
-19.847768,57.787477,2001,0,0,0,0,0,0,0,,,,237.8715057
-19.8478,57.787543,2001,0,0,0,0,0,0,0,,,,243.1092682
-19.847824,57.787627,2001,0,0,0,0,0,0,0,,,,246.7143555
-19.848361,57.787247,2001,0,0,0,0,0,0,0,,,,233.629776
-19.84765,57.787339,2001,0,0,0,0,0,0,0,,,,225.7640381
-19.847274,57.787646,2001,0,0,0,0,0,0,0,,,,234.9889526
-19.847582,57.787172,2001,0,0,0,0,0,0,0,,,,218.0215149
-19.84851,57.787057,2001,0,0,0,0,0,0,0,,,,225.2765503
-19.84842,57.78698,2001,0,0,0,0,0,0,0,,,,220.330307
-19.848186,57.787046,2001,0,0,0,0,0,0,0,,,,220.859436
-19.848121,57.786738,2001,0,0,0,0,0,0,0,,,,203.9639435
-19.848449,57.786392,2001,0,0,0,0,0,0,0,,,,189.9759369
-19.848323,57.786893,2001,0,0,0,0,0,0,0,,,,214.3413239
-19.84814,57.78698,2001,0,0,0,0,0,0,0,,,,217.6042175
-19.848065,57.786855,2001,0,0,0,0,0,0,0,,,,209.3928528
-19.848881,57.786475,2001,0,0,0,0,0,0,0,,,,197.802124
-19.846643,57.786787,2001,0,0,0,0,0,0,0,,,,179.5029297
-19.846687,57.786935,2001,0,0,0,0,0,0,0,,,,187.022583
-19.846666,57.786669,2001,0,0,0,0,0,0,0,,,,174.7872925
-19.846754,57.786424,2001,0,0,0,0,0,0,0,,,,162.8704529
-19.846847,57.786456,2001,0,0,0,0,0,0,0,,,,164.850708
-19.847083,57.786416,2001,0,0,0,0,0,0,0,,,,171.6100311
-19.846583,57.786384,2001,0,0,0,0,0,0,0,,,,157.2360229
-19.846637,57.786357,2001,0,0,0,0,0,0,0,,,,158.0307617
-19.846777,57.786329,2001,0,0,0,0,0,0,0,,,,156.0554199
-19.848638,57.785605,2001,0,0,0,0,0,0,0,,,,149.4026642
-19.848598,57.785731,2001,0,0,0,0,0,0,0,,,,158.743988
-19.848422,57.785671,2001,0,0,0,0,0,0,0,,,,153.6609192
-19.848414,57.78578,2001,0,0,0,0,0,0,0,,,,156.7485352
-19.848308,57.785861,2001,0,0,0,0,0,0,0,,,,160.8954315
-19.848229,57.785715,2001,0,0,0,0,0,0,0,,,,150.6289368
-19.847643,57.786024,2001,0,0,0,0,0,0,0,,,,158.3465881
-19.847287,57.785954,2001,0,0,0,0,0,0,0,,,,148.3564758
-19.847337,57.786056,2001,0,0,0,0,0,0,0,,,,155.710434
-19.847272,57.786162,2001,0,0,0,0,0,0,0,,,,161.4855194
-19.84705,57.78615,2001,0,0,0,0,0,0,0,,,,154.5604095
-19.846958,57.786094,2001,0,0,0,0,0,0,0,,,,148.8657379
-19.847106,57.7861,2001,0,0,0,0,0,0,0,,,,155.5798798
-19.847164,57.786055,2001,0,0,0,0,0,0,0,,,,153.1895294
-19.846936,57.786077,2001,0,0,0,0,0,0,0,,,,148.8657379
-19.847014,57.786039,2001,0,0,0,0,0,0,0,,,,150.3370514
-19.846907,57.786286,2001,0,0,0,0,0,0,0,,,,159.9157104
-19.846852,57.786344,2001,0,0,0,0,0,0,0,,,,158.218689
-19.846779,57.786291,2001,0,0,0,0,0,0,0,,,,156.0554199
-19.847048,57.786,2001,0,0,0,0,0,0,0,,,,148.896347
-19.846663,57.786357,2001,0,0,0,0,0,0,0,,,,158.0307617
-19.846639,57.786131,2001,0,0,0,0,0,0,0,,,,145.1358643
-19.846593,57.786156,2001,0,0,0,0,0,0,0,,,,144.3867035
-19.846473,57.786309,2001,0,0,0,0,0,0,0,,,,151.2691803
-19.846688,57.786,2001,0,0,0,0,0,0,0,,,,139.7471771
-19.846795,57.78595,2001,0,0,0,0,0,0,0,,,,140.0108185
-19.846808,57.786078,2001,0,0,0,0,0,0,0,,,,145.4120636
-19.846876,57.786019,2001,0,0,0,0,0,0,0,,,,144.4685211
-19.847131,57.785763,2001,0,0,0,0,0,0,0,,,,137.6023865
-19.847307,57.78567,2001,0,0,0,0,0,0,0,,,,137.7302246
-19.847452,57.785679,2001,0,0,0,0,0,0,0,,,,140.3607788
-19.848291,57.785529,2001,0,0,0,0,0,0,0,,,,142.8813171
-19.845933,57.786021,2001,0,0,0,0,0,0,0,,,,127.4060516
-19.851115,57.785889,2001,0,0,0,0,0,0,0,,,,180.0371399
-19.848482,57.787485,2001,0,0,0,0,0,0,0,,,,249.3875885
-19.848323,57.787484,2001,0,0,0,0,0,0,0,,,,247.5911713
-19.847853,57.787557,2001,0,0,0,0,0,0,0,,,,244.283432
-19.847654,57.787612,2001,0,0,0,0,0,0,0,,,,242.455368
-19.847306,57.787693,2001,0,0,0,0,0,0,0,,,,238.9160309
-19.847742,57.787497,2001,0,0,0,0,0,0,0,,,,237.8715057
-19.847862,57.787468,2001,0,0,0,0,0,0,0,,,,236.7032623
-19.848391,57.787398,2001,0,0,0,0,0,0,0,,,,241.7328796
-19.847718,57.787351,2001,0,0,0,0,0,0,0,,,,230.282074
-19.848291,57.787095,2001,0,0,0,0,0,0,0,,,,222.3837585
-19.847811,57.787385,2001,0,0,0,0,0,0,0,,,,232.7005615
-19.848134,57.787056,2001,0,0,0,0,0,0,0,,,,220.0762482
-19.848601,57.787004,2001,0,0,0,0,0,0,0,,,,223.0337219
-19.848757,57.786938,2001,0,0,0,0,0,0,0,,,,222.1071777
-19.84896,57.786919,2001,0,0,0,0,0,0,0,,,,223.8001099
-19.848109,57.786948,2001,0,0,0,0,0,0,0,,,,213.3122253
-19.848097,57.78678,2001,0,0,0,0,0,0,0,,,,203.9639435
-19.848074,57.786887,2001,0,0,0,0,0,0,0,,,,209.3928528
-19.848174,57.786797,2001,0,0,0,0,0,0,0,,,,208.0755615
-19.848226,57.786883,2001,0,0,0,0,0,0,0,,,,212.4578705
-19.848264,57.786832,2001,0,0,0,0,0,0,0,,,,210.3289795
-19.848321,57.786823,2001,0,0,0,0,0,0,0,,,,211.0956268
-19.848224,57.78662,2001,0,0,0,0,0,0,0,,,,200.0033722
-19.84747,57.786777,2001,0,0,0,0,0,0,0,,,,193.2745972
-19.847208,57.786879,2001,0,0,0,0,0,0,0,,,,194.5404511
-19.846761,57.786959,2001,0,0,0,0,0,0,0,,,,188.6718445
-19.847976,57.786598,2001,0,0,0,0,0,0,0,,,,192.8123016
-19.848324,57.786561,2001,0,0,0,0,0,0,0,,,,199.0476074
-19.848669,57.786186,2001,0,0,0,0,0,0,0,,,,181.1442108
-19.848658,57.786234,2001,0,0,0,0,0,0,0,,,,184.5738678
-19.846742,57.786738,2001,0,0,0,0,0,0,0,,,,179.4282379
-19.846712,57.78669,2001,0,0,0,0,0,0,0,,,,174.7872925
-19.847096,57.786579,2001,0,0,0,0,0,0,0,,,,177.3331757
-19.847824,57.78633,2001,0,0,0,0,0,0,0,,,,177.9734497
-19.848729,57.786619,2001,0,0,0,0,0,0,0,,,,205.2776642
-19.848472,57.786669,2001,0,0,0,0,0,0,0,,,,206.2027588
-19.846855,57.786531,2001,0,0,0,0,0,0,0,,,,168.4916992
-19.849278,57.785867,2001,0,0,0,0,0,0,0,,,,171.1828461
-19.848926,57.785952,2001,0,0,0,0,0,0,0,,,,171.1162109
-19.846884,57.78646,2001,0,0,0,0,0,0,0,,,,164.850708
-19.846774,57.786482,2001,0,0,0,0,0,0,0,,,,166.080246
-19.846666,57.786522,2001,0,0,0,0,0,0,0,,,,165.0989838
-19.846167,57.786815,2001,0,0,0,0,0,0,0,,,,167.9492188
-19.846453,57.78657,2001,0,0,0,0,0,0,0,,,,162.7460022
-19.846697,57.786391,2001,0,0,0,0,0,0,0,,,,158.859375
-19.846818,57.786391,2001,0,0,0,0,0,0,0,,,,160.3503418
-19.846875,57.786375,2001,0,0,0,0,0,0,0,,,,161.3244324
-19.847693,57.786171,2001,0,0,0,0,0,0,0,,,,168.8683319
-19.847875,57.786244,2001,0,0,0,0,0,0,0,,,,175.4195251
-19.846817,57.786517,2001,0,0,0,0,0,0,0,,,,167.302887
-19.846983,57.786338,2001,0,0,0,0,0,0,0,,,,161.9019165
-19.847253,57.786253,2001,0,0,0,0,0,0,0,,,,164.7058105
-19.848275,57.785914,2001,0,0,0,0,0,0,0,,,,160.8954315
-19.848078,57.785923,2001,0,0,0,0,0,0,0,,,,160.9267273
-19.847405,57.786097,2001,0,0,0,0,0,0,0,,,,157.0980072
-19.847224,57.786173,2001,0,0,0,0,0,0,0,,,,160.7361145
-19.847039,57.786219,2001,0,0,0,0,0,0,0,,,,157.604187
-19.846955,57.786241,2001,0,0,0,0,0,0,0,,,,157.0007019
-19.846847,57.786261,2001,0,0,0,0,0,0,0,,,,155.1556244
-19.846766,57.786227,2001,0,0,0,0,0,0,0,,,,152.9037781
-19.846747,57.786274,2001,0,0,0,0,0,0,0,,,,152.9037781
-19.846682,57.786302,2001,0,0,0,0,0,0,0,,,,155.3902283
-19.846645,57.786363,2001,0,0,0,0,0,0,0,,,,158.0307617
-19.846829,57.786339,2001,0,0,0,0,0,0,0,,,,157.0323486
-19.846707,57.786364,2001,0,0,0,0,0,0,0,,,,158.859375
-19.846242,57.786572,2001,0,0,0,0,0,0,0,,,,157.7723694
-19.848568,57.785172,2001,0,0,0,0,0,0,0,,,,130.6087036
-19.848288,57.785264,2001,0,0,0,0,0,0,0,,,,131.5491333
-19.848036,57.785399,2001,0,0,0,0,0,0,0,,,,134.9256592
-19.847535,57.785675,2001,0,0,0,0,0,0,0,,,,141.163208
-19.847286,57.78567,2001,0,0,0,0,0,0,0,,,,137.7302246
-19.847145,57.785838,2001,0,0,0,0,0,0,0,,,,140.7189941
-19.846814,57.78589,2001,0,0,0,0,0,0,0,,,,137.5193939
-19.848587,57.785256,2001,0,0,0,0,0,0,0,,,,133.825531
-19.848319,57.78536,2001,0,0,0,0,0,0,0,,,,137.1161194
-19.846924,57.785952,2001,0,0,0,0,0,0,0,,,,143.33078
-19.846291,57.786206,2001,0,0,0,0,0,0,0,,,,140.0017242
-19.848564,57.785158,2001,0,0,0,0,0,0,0,,,,127.8342056
-19.847296,57.785631,2001,0,0,0,0,0,0,0,,,,134.5365295
-19.846933,57.785822,2001,0,0,0,0,0,0,0,,,,137.9990234
-19.846668,57.78592,2001,0,0,0,0,0,0,0,,,,136.2687988
-19.846245,57.786005,2001,0,0,0,0,0,0,0,,,,130.5972137
-19.84847,57.785002,2001,0,0,0,0,0,0,0,,,,122.0752487
-19.846671,57.785296,2001,0,0,0,0,0,0,0,,,,111.8661804
-19.847801,57.787804,2001,0,0,0,0,0,0,0,,,,256.817627
-19.847731,57.787684,2001,0,0,0,0,0,0,0,,,,249.034729
-19.848363,57.78751,2001,0,0,0,0,0,0,0,,,,247.5911713
-19.848411,57.787368,2001,0,0,0,0,0,0,0,,,,241.7328796
-19.848309,57.78735,2001,0,0,0,0,0,0,0,,,,236.0578308
-19.847916,57.787504,2001,0,0,0,0,0,0,0,,,,241.6610718
-19.847801,57.787553,2001,0,0,0,0,0,0,0,,,,243.1092682
-19.847691,57.787545,2001,0,0,0,0,0,0,0,,,,240.0648346
-19.847576,57.787612,2001,0,0,0,0,0,0,0,,,,241.0913696
-19.847518,57.787634,2001,0,0,0,0,0,0,0,,,,240.0532684
-19.847271,57.787681,2001,0,0,0,0,0,0,0,,,,238.9160309
-19.847146,57.787738,2001,0,0,0,0,0,0,0,,,,239.90979
-19.847483,57.787555,2001,0,0,0,0,0,0,0,,,,235.1814117
-19.848366,57.787237,2001,0,0,0,0,0,0,0,,,,233.629776
-19.847334,57.787756,2001,0,0,0,0,0,0,0,,,,243.9042053
-19.847342,57.787749,2001,0,0,0,0,0,0,0,,,,243.9042053
-19.847691,57.787669,2001,0,0,0,0,0,0,0,,,,247.5664063
-19.847965,57.787539,2001,0,0,0,0,0,0,0,,,,246.6725769
-19.848012,57.787541,2001,0,0,0,0,0,0,0,,,,246.6725769
-19.848497,57.787415,2001,0,0,0,0,0,0,0,,,,242.7825928
-19.848378,57.787425,2001,0,0,0,0,0,0,0,,,,245.1502838
-19.847807,57.787602,2001,0,0,0,0,0,0,0,,,,246.7143555
-19.847688,57.787627,2001,0,0,0,0,0,0,0,,,,243.9308472
-19.847601,57.787655,2001,0,0,0,0,0,0,0,,,,241.0913696
-19.847433,57.787497,2001,0,0,0,0,0,0,0,,,,231.3903961
-19.848961,57.786908,2001,0,0,0,0,0,0,0,,,,220.2515869
-19.848621,57.786993,2001,0,0,0,0,0,0,0,,,,224.0979462
-19.848345,57.787057,2001,0,0,0,0,0,0,0,,,,222.8103333
-19.847175,57.787347,2001,0,0,0,0,0,0,0,,,,215.8911285
-19.847685,57.787185,2001,0,0,0,0,0,0,0,,,,220.8507996
-19.848132,57.787021,2001,0,0,0,0,0,0,0,,,,216.4837341
-19.848459,57.786933,2001,0,0,0,0,0,0,0,,,,218.1635437
-19.849836,57.786741,2001,0,0,0,0,0,0,0,,,,219.8553772
-19.847347,57.786967,2001,0,0,0,0,0,0,0,,,,200.6837616
-19.848123,57.786772,2001,0,0,0,0,0,0,0,,,,203.9639435
-19.848695,57.786592,2001,0,0,0,0,0,0,0,,,,201.9771729
-19.848101,57.786943,2001,0,0,0,0,0,0,0,,,,213.3122253
-19.8484,57.78687,2001,0,0,0,0,0,0,0,,,,214.8171234
-19.848702,57.786804,2001,0,0,0,0,0,0,0,,,,214.9467468
-19.848187,57.786893,2001,0,0,0,0,0,0,0,,,,211.1416626
-19.848057,57.786908,2001,0,0,0,0,0,0,0,,,,209.3928528
-19.848685,57.786317,2001,0,0,0,0,0,0,0,,,,188.7651978
-19.848281,57.786522,2001,0,0,0,0,0,0,0,,,,194.6590881
-19.848171,57.786494,2001,0,0,0,0,0,0,0,,,,192.7347107
-19.847647,57.786645,2001,0,0,0,0,0,0,0,,,,190.3473206
-19.848452,57.786408,2001,0,0,0,0,0,0,0,,,,189.9759369
-19.848136,57.786138,2001,0,0,0,0,0,0,0,,,,171.8484192
-19.847875,57.786299,2001,0,0,0,0,0,0,0,,,,178.946167
-19.846732,57.786741,2001,0,0,0,0,0,0,0,,,,179.4282379
-19.84665,57.786745,2001,0,0,0,0,0,0,0,,,,176.5830078
-19.846853,57.786609,2001,0,0,0,0,0,0,0,,,,175.2066193
-19.84825,57.786079,2001,0,0,0,0,0,0,0,,,,169.6663208
-19.848742,57.785557,2001,0,0,0,0,0,0,0,,,,151.6117249
-19.848471,57.785636,2001,0,0,0,0,0,0,0,,,,150.6852264
-19.848164,57.785873,2001,0,0,0,0,0,0,0,,,,159.425415
-19.847946,57.785927,2001,0,0,0,0,0,0,0,,,,159.551651
-19.847684,57.785988,2001,0,0,0,0,0,0,0,,,,159.498642
-19.84757,57.786068,2001,0,0,0,0,0,0,0,,,,160.3214264
-19.847249,57.786221,2001,0,0,0,0,0,0,0,,,,160.7361145
-19.847061,57.786272,2001,0,0,0,0,0,0,0,,,,160.7736664
-19.847008,57.786274,2001,0,0,0,0,0,0,0,,,,158.9771576
-19.846859,57.786442,2001,0,0,0,0,0,0,0,,,,164.850708
-19.846787,57.786389,2001,0,0,0,0,0,0,0,,,,160.3503418
-19.846741,57.786493,2001,0,0,0,0,0,0,0,,,,166.080246
-19.846616,57.786537,2001,0,0,0,0,0,0,0,,,,167.1522827
-19.846218,57.786593,2001,0,0,0,0,0,0,0,,,,157.7723694
-19.846579,57.786473,2001,0,0,0,0,0,0,0,,,,163.0218506
-19.84672,57.786421,2001,0,0,0,0,0,0,0,,,,161.9772949
-19.846775,57.786358,2001,0,0,0,0,0,0,0,,,,159.5389252
-19.84687,57.786291,2001,0,0,0,0,0,0,0,,,,158.218689
-19.847115,57.786125,2001,0,0,0,0,0,0,0,,,,155.5798798
-19.847206,57.786131,2001,0,0,0,0,0,0,0,,,,157.1498566
-19.847388,57.786045,2001,0,0,0,0,0,0,0,,,,157.0980072
-19.847598,57.786004,2001,0,0,0,0,0,0,0,,,,157.5699768
-19.848717,57.785721,2001,0,0,0,0,0,0,0,,,,156.8463898
-19.848669,57.785491,2001,0,0,0,0,0,0,0,,,,146.1852112
-19.848636,57.785517,2001,0,0,0,0,0,0,0,,,,146.1852112
-19.847831,57.786019,2001,0,0,0,0,0,0,0,,,,161.5644531
-19.846847,57.786534,2001,0,0,0,0,0,0,0,,,,171.8323212
-19.846399,57.786588,2001,0,0,0,0,0,0,0,,,,160.961853
-19.846332,57.786371,2001,0,0,0,0,0,0,0,,,,149.8846741
-19.846433,57.786352,2001,0,0,0,0,0,0,0,,,,154.2498779
-19.846528,57.786331,2001,0,0,0,0,0,0,0,,,,153.098175
-19.846754,57.786298,2001,0,0,0,0,0,0,0,,,,156.0554199
-19.846581,57.786353,2001,0,0,0,0,0,0,0,,,,157.2360229
-19.846639,57.786355,2001,0,0,0,0,0,0,0,,,,158.0307617
-19.846782,57.786272,2001,0,0,0,0,0,0,0,,,,152.9037781
-19.846722,57.786278,2001,0,0,0,0,0,0,0,,,,152.0930176
-19.846813,57.786231,2001,0,0,0,0,0,0,0,,,,153.9333038
-19.846936,57.786189,2001,0,0,0,0,0,0,0,,,,154.0928497
-19.847032,57.786141,2001,0,0,0,0,0,0,0,,,,154.5604095
-19.847149,57.78609,2001,0,0,0,0,0,0,0,,,,153.1895294
-19.847187,57.786077,2001,0,0,0,0,0,0,0,,,,153.1895294
-19.847302,57.786039,2001,0,0,0,0,0,0,0,,,,154.625061
-19.848372,57.785596,2001,0,0,0,0,0,0,0,,,,146.6757202
-19.847548,57.785924,2001,0,0,0,0,0,0,0,,,,154.0908966
-19.847294,57.786031,2001,0,0,0,0,0,0,0,,,,151.3040619
-19.847216,57.786037,2001,0,0,0,0,0,0,0,,,,153.8950653
-19.847134,57.786084,2001,0,0,0,0,0,0,0,,,,152.5961914
-19.846989,57.786109,2001,0,0,0,0,0,0,0,,,,153.0788269
-19.846943,57.786121,2001,0,0,0,0,0,0,0,,,,151.44104
-19.846848,57.78619,2001,0,0,0,0,0,0,0,,,,152.0708313
-19.846739,57.786244,2001,0,0,0,0,0,0,0,,,,152.9037781
-19.846718,57.786291,2001,0,0,0,0,0,0,0,,,,155.3902283
-19.846333,57.786357,2001,0,0,0,0,0,0,0,,,,149.8846741
-19.846211,57.786236,2001,0,0,0,0,0,0,0,,,,141.3704987
-19.846419,57.78613,2001,0,0,0,0,0,0,0,,,,140.6238251
-19.846554,57.786105,2001,0,0,0,0,0,0,0,,,,144.3867035
-19.846672,57.786014,2001,0,0,0,0,0,0,0,,,,139.7471771
-19.846819,57.78598,2001,0,0,0,0,0,0,0,,,,142.679306
-19.847144,57.785833,2001,0,0,0,0,0,0,0,,,,140.7189941
-19.84829,57.785325,2001,0,0,0,0,0,0,0,,,,134.3713226
-19.848618,57.785367,2001,0,0,0,0,0,0,0,,,,139.772522
-19.848463,57.785344,2001,0,0,0,0,0,0,0,,,,135.8300476
-19.848366,57.785388,2001,0,0,0,0,0,0,0,,,,138.0404663
-19.848341,57.785431,2001,0,0,0,0,0,0,0,,,,140.9009705
-19.848226,57.785457,2001,0,0,0,0,0,0,0,,,,139.086319
-19.847552,57.785738,2001,0,0,0,0,0,0,0,,,,144.3154907
-19.8475,57.785804,2001,0,0,0,0,0,0,0,,,,147.3637695
-19.847298,57.785939,2001,0,0,0,0,0,0,0,,,,148.3564758
-19.847175,57.786,2001,0,0,0,0,0,0,0,,,,150.1020966
-19.846981,57.786062,2001,0,0,0,0,0,0,0,,,,150.3370514
-19.846849,57.786125,2001,0,0,0,0,0,0,0,,,,149.6224976
-19.846771,57.786139,2001,0,0,0,0,0,0,0,,,,146.9092102
-19.846659,57.786231,2001,0,0,0,0,0,0,0,,,,151.2595215
-19.846204,57.786382,2001,0,0,0,0,0,0,0,,,,147.6522522
-19.84636,57.786261,2001,0,0,0,0,0,0,0,,,,144.646637
-19.84708,57.78587,2001,0,0,0,0,0,0,0,,,,142.9599457
-19.847441,57.78672,2001,0,0,0,0,0,0,0,,,,190.1497345
-19.848291,57.78534,2001,0,0,0,0,0,0,0,,,,134.3713226
-19.848539,57.785095,2001,0,0,0,0,0,0,0,,,,124.9512711
-19.847568,57.785549,2001,0,0,0,0,0,0,0,,,,136.1672516
-19.847391,57.785605,2001,0,0,0,0,0,0,0,,,,136.7501221
-19.847288,57.785703,2001,0,0,0,0,0,0,0,,,,137.7302246
-19.846787,57.785936,2001,0,0,0,0,0,0,0,,,,140.0108185
-19.8467,57.785698,2001,0,0,0,0,0,0,0,,,,125.9313278
-19.847442,57.785453,2001,0,0,0,0,0,0,0,,,,128.3969727
-19.847735,57.785221,2001,0,0,0,0,0,0,0,,,,121.5118637
-19.846443,57.785732,2001,0,0,0,0,0,0,0,,,,123.9371719
-19.846688,57.785877,2001,0,0,0,0,0,0,0,,,,133.0913086
-19.846445,57.785632,2001,0,0,0,0,0,0,0,,,,117.9164734
-19.84484,57.79016,2001,0,0,0,0,0,0,0,,,,227.2605896
-19.84801,57.7849,2001,0,0,0,0,0,0,0,,,,112.1133423
-19.846453,57.785652,2001,0,0,0,0,0,0,0,,,,117.9164734
-19.846723,57.786755,2001,0,0,0,0,0,0,0,,,,179.4282379
-19.846737,57.788887,2001,0,0,0,0,0,0,0,,,,276.9090271
-19.84502,57.78562,2001,0,0,0,0,0,0,0,,,,96.81017303
-19.84451,57.78667,2001,0,0,0,0,0,0,0,,,,116.2014923
-19.848051,57.787828,2001,0,0,0,0,0,0,0,,,,260.3840332
