day,site,long,lat,X,nox,no2,so2,pm10_raw,pm10,v10,nv10,o3,pm25,v2.5,nv2.5,co,code,ws,wd,solar,rain,temp,bp,GRID.X,Prunus,Platanus,Acer,Tilia,Sorbus,Pyrus,Betula,Malus,Fraxinus,Carpinus,Crataegus,Corylus,Aesculus,Alnus,Quercus,Robinia,Ginkgo,Ilex,other,Total,sum,others.id.,month
57,Westminster - Horseferry Road,-0.131938,51.494681,NA,58.8251507924523,40.6528386448802,NA,NA,17.491177200777,1.01604966103822,16.4751275397388,NA,NA,NA,NA,NA,NA,1.7421875,211.050252781148,NA,0,8.22838541666667,1008.8628359375,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,2
58,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,307.976693413185,67.7181725016032,NA,29.9173838482966,25.1840743841102,NA,NA,NA,NA,NA,NA,NA,NA,2.60104166666667,209.375517988961,NA,0.01875,7.87109375,1002.46440364583,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,2
58,Hackney - Old Street,-0.08491,51.526454,NA,161.856592361766,75.4078026743075,NA,31.6759703636405,26.1332536324101,NA,NA,29.0831085225078,NA,NA,NA,NA,NA,2.60104166666667,209.375517988961,NA,0.01875,7.87109375,1002.46440364583,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,2
58,Westminster - Horseferry Road,-0.131938,51.494681,NA,66.0907426878411,46.2073237930283,NA,NA,15.2856476999216,2.83847092959265,12.447176770329,NA,NA,NA,NA,NA,NA,2.60104166666667,209.375517988961,NA,0.01875,7.87109375,1002.46440364583,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,2
59,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,113.059177401464,46.1976774055347,NA,12.0262368845617,10.0941664961949,NA,NA,NA,NA,NA,NA,NA,NA,1.68854166666667,170.311146882158,NA,0.066666666666667,5.3828125,994.593354166667,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,2
59,Hackney - Old Street,-0.08491,51.526454,NA,137.114387597666,66.6854859547562,NA,17.9269068345366,14.1940738046536,NA,NA,23.3156224126964,NA,NA,NA,NA,NA,1.68854166666667,170.311146882158,NA,0.066666666666667,5.3828125,994.593354166667,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,2
59,Westminster - Horseferry Road,-0.131938,51.494681,NA,100.151645759087,63.9090448344227,NA,NA,13.0844244210644,2.02704339449945,11.0573810265649,NA,NA,NA,NA,NA,NA,1.68854166666667,170.311146882158,NA,0.066666666666667,5.3828125,994.593354166667,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,2
60,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,394.561212303196,72.7116700202648,NA,43.8865131311348,40.9185334793403,NA,NA,NA,NA,NA,NA,NA,NA,0.858333333333333,269.761332966134,NA,0,6.06171875,997.956244791667,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
60,Hackney - Old Street,-0.08491,51.526454,NA,188.765712568895,78.3585984747272,NA,31.1708507422995,30.8409391777203,NA,NA,17.9824759677894,NA,NA,NA,NA,NA,0.858333333333333,269.761332966134,NA,0,6.06171875,997.956244791667,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
60,Westminster - Horseferry Road,-0.131938,51.494681,NA,102.967563578602,58.6546747821351,NA,NA,24.4589190533569,5.22742575435226,19.2314932990046,NA,NA,NA,NA,NA,NA,0.858333333333333,269.761332966134,NA,0,6.06171875,997.956244791667,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
61,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,185.650418436213,47.1660696068216,NA,23.0246163101698,21.1358887009817,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333,180.436708847112,NA,0.05625,7.33151041666667,989.5482890625,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
61,Hackney - Old Street,-0.08491,51.526454,NA,102.46916208684,53.7596345562136,NA,19.6927896941719,18.2924276404755,NA,NA,33.9768896873585,NA,NA,NA,NA,NA,2.63333333333333,180.436708847112,NA,0.05625,7.33151041666667,989.5482890625,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
61,Westminster - Horseferry Road,-0.131938,51.494681,NA,37.5455472987635,29.584567993464,NA,NA,10.975673605908,3.21400519968102,7.76166840622702,NA,NA,NA,NA,NA,NA,2.63333333333333,180.436708847112,NA,0.05625,7.33151041666667,989.5482890625,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
62,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,279.634196668892,66.943181241188,NA,26.1170764256015,19.8084356665386,NA,NA,NA,NA,NA,NA,NA,NA,0.953125,218.642845618227,NA,0.058333333333333,6.20651041666667,982.12140625,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
62,Hackney - Old Street,-0.08491,51.526454,NA,198.27627480193,84.666740557676,NA,21.3668424894936,15.6800605094128,NA,NA,20.1348560223455,NA,NA,NA,NA,NA,0.953125,218.642845618227,NA,0.058333333333333,6.20651041666667,982.12140625,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
62,Westminster - Horseferry Road,-0.131938,51.494681,NA,107.217612063653,65.8981042701525,NA,NA,11.0566297008733,1.55309332857177,9.50353637230157,NA,NA,NA,NA,NA,NA,0.953125,218.642845618227,NA,0.058333333333333,6.20651041666667,982.12140625,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
63,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,571.194303158053,83.2134771368411,NA,62.4114373487285,50.0977030057773,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,241.44865253857,NA,0.002083333333333,6.55026041666667,999.5238671875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
63,Hackney - Old Street,-0.08491,51.526454,NA,329.284597248929,112.260921291496,NA,45.9564552509812,37.0646029913478,NA,NA,4.32641232498358,NA,NA,NA,NA,NA,0.666666666666667,241.44865253857,NA,0.002083333333333,6.55026041666667,999.5238671875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
63,Westminster - Horseferry Road,-0.131938,51.494681,NA,143.797973042313,73.2776743137255,NA,NA,23.1681738278405,2.12409215947391,21.0440816683666,NA,NA,NA,NA,NA,NA,0.666666666666667,241.44865253857,NA,0.002083333333333,6.55026041666667,999.5238671875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
64,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,549.375013638626,74.8833575543608,NA,64.7712157594964,51.5565325966745,NA,NA,NA,NA,NA,NA,NA,NA,0.725520833333333,221.89960260776,NA,0,8.25225694444445,1016.00995572917,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
64,Hackney - Old Street,-0.08491,51.526454,NA,365.407866522573,117.154533610245,NA,57.502242145311,45.8312649027182,NA,NA,6.7291835990828,NA,NA,NA,NA,NA,0.725520833333333,221.89960260776,NA,0,8.25225694444445,1016.00995572917,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
64,Westminster - Horseferry Road,-0.131938,51.494681,NA,157.048305961931,73.0114610936819,NA,NA,28.3044199086349,1.79399292742085,26.5104269812141,NA,NA,NA,NA,NA,NA,0.725520833333333,221.89960260776,NA,0,8.25225694444445,1016.00995572917,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
65,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,327.660339017321,60.0338372609406,NA,41.7146917605295,36.5264034817186,NA,NA,NA,NA,NA,NA,NA,NA,1.9703125,189.976364493719,NA,0.002083333333333,9.90260416666667,1020.06792708333,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
65,Hackney - Old Street,-0.08491,51.526454,NA,166.598791570055,77.9615781528587,NA,38.3734710255571,33.08316379455,NA,NA,22.4501301884606,NA,NA,NA,NA,NA,1.9703125,189.976364493719,NA,0.002083333333333,9.90260416666667,1020.06792708333,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
65,Westminster - Horseferry Road,-0.131938,51.494681,NA,57.0811135663964,43.3756098082789,NA,NA,22.355376693266,2.99193039191001,19.363446301356,NA,NA,NA,NA,NA,NA,1.9703125,189.976364493719,NA,0.002083333333333,9.90260416666667,1020.06792708333,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
66,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,267.674674665679,56.5885961914237,NA,34.3392136456948,30.7440970929007,NA,NA,NA,NA,NA,NA,NA,NA,1.52864583333333,188.477736191576,NA,0,11.0421875,1019.24791145833,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
66,Hackney - Old Street,-0.08491,51.526454,NA,208.614304464047,88.377410940747,NA,33.7016496368906,29.6946339715122,NA,NA,13.9310852533523,NA,NA,NA,NA,NA,1.52864583333333,188.477736191576,NA,0,11.0421875,1019.24791145833,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
66,Westminster - Horseferry Road,-0.131938,51.494681,NA,75.6163715061717,53.7654130893246,NA,NA,17.7865991076174,3.69217250514596,14.0944266024714,NA,NA,NA,NA,NA,NA,1.52864583333333,188.477736191576,NA,0,11.0421875,1019.24791145833,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
67,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,250.211543320875,64.3407311551198,NA,42.0105460258196,45.6566721458566,NA,NA,NA,NA,NA,NA,NA,NA,1.9265625,142.480275374147,NA,0,12.20078125,1021.250296875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
67,Hackney - Old Street,-0.08491,51.526454,NA,135.482666128346,67.2591026024694,NA,32.525227597,37.8895969691507,NA,NA,33.2056159781343,NA,NA,NA,NA,NA,1.9265625,142.480275374147,NA,0,12.20078125,1021.250296875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
67,Westminster - Horseferry Road,-0.131938,51.494681,NA,51.7332865605874,43.0533557734205,NA,NA,30.7663757210986,8.24014446444073,22.5262312566579,NA,NA,NA,NA,NA,NA,1.9265625,142.480275374147,NA,0,12.20078125,1021.250296875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
68,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,229.633255200064,68.5082730466403,NA,43.9754294223876,51.0635173998016,NA,NA,NA,NA,NA,NA,NA,NA,1.071875,162.338986780081,NA,0,13.6572916666667,1018.70228125,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
68,Hackney - Old Street,-0.08491,51.526454,NA,149.567880331708,79.7191587716816,NA,37.4569175243532,46.1874331083796,NA,NA,33.1781948240349,NA,NA,NA,NA,NA,1.071875,162.338986780081,NA,0,13.6572916666667,1018.70228125,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
68,Westminster - Horseferry Road,-0.131938,51.494681,NA,60.3853220883475,50.0630645119826,NA,NA,39.269343589885,10.7922074550842,28.4771361348008,NA,NA,NA,NA,NA,NA,1.071875,162.338986780081,NA,0,13.6572916666667,1018.70228125,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
69,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,218.844654340286,43.7235555386991,NA,32.9871418341798,33.0572155686448,NA,NA,NA,NA,NA,NA,NA,NA,1.78177083333333,84.6881510456434,NA,0,9.50416666666667,1024.08707552083,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
69,Hackney - Old Street,-0.08491,51.526454,NA,155.577587138943,65.9038493692567,NA,30.4219892280233,31.0717783389325,NA,NA,28.8306307497046,NA,NA,NA,NA,NA,1.78177083333333,84.6881510456434,NA,0,9.50416666666667,1024.08707552083,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
69,Westminster - Horseferry Road,-0.131938,51.494681,NA,94.8839450106282,63.9511239237473,NA,NA,25.2429460134275,5.62680667044015,19.6161393429873,NA,NA,NA,NA,NA,NA,1.78177083333333,84.6881510456434,NA,0,9.50416666666667,1024.08707552083,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
70,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,33.8454828676755,24.2786908219562,NA,18.0096189125275,20.7721449602337,NA,NA,NA,NA,NA,NA,NA,NA,1.928125,57.3555799141279,NA,0,8.69713541666667,1029.27722916667,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
70,Hackney - Old Street,-0.08491,51.526454,NA,131.673620590978,55.3692529744974,NA,30.6306245175518,30.3345552623364,NA,NA,36.9855514087288,NA,NA,NA,NA,NA,1.928125,57.3555799141279,NA,0,8.69713541666667,1029.27722916667,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
70,Westminster - Horseferry Road,-0.131938,51.494681,NA,75.5333774338506,50.4725864052288,NA,NA,25.488297795876,4.84164318126499,20.646654614611,NA,NA,NA,NA,NA,NA,1.928125,57.3555799141279,NA,0,8.69713541666667,1029.27722916667,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
71,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,118.630765482947,50.1829284742876,NA,29.8489960252227,41.9711033276339,NA,NA,NA,NA,NA,NA,NA,NA,0.902604166666667,133.883995523268,NA,0,9.96770833333333,1028.24715538194,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
71,Hackney - Old Street,-0.08491,51.526454,NA,217.396456878248,79.7632498434579,NA,42.8919281691353,51.9264673802264,NA,NA,9.18553361198765,NA,NA,NA,NA,NA,0.902604166666667,133.883995523268,NA,0,9.96770833333333,1028.24715538194,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
71,Westminster - Horseferry Road,-0.131938,51.494681,NA,144.186723154046,71.6591149302832,NA,NA,47.8656377770095,10.3981483825879,37.4674893944216,NA,NA,NA,NA,NA,NA,0.902604166666667,133.883995523268,NA,0,9.96770833333333,1028.24715538194,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
72,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,461.724853808024,71.6428897877531,NA,59.667625772722,81.532107329644,NA,NA,NA,NA,NA,NA,NA,NA,0.5484375,74.0802865835447,NA,0,11.2984375,1026.63361805556,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
72,Hackney - Old Street,-0.08491,51.526454,NA,283.623277736276,99.0108218917013,NA,53.5013463358498,77.6623300661128,NA,NA,8.44130770866173,NA,NA,NA,NA,NA,0.5484375,74.0802865835447,NA,0,11.2984375,1026.63361805556,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
72,Westminster - Horseferry Road,-0.131938,51.494681,NA,180.934937416874,87.3410434291939,NA,NA,73.2483050584008,19.6087298865983,53.6395751718025,NA,NA,NA,NA,NA,NA,0.5484375,74.0802865835447,NA,0,11.2984375,1026.63361805556,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
73,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,511.459793478228,83.3623474768978,NA,62.922351840965,83.3115100155796,NA,NA,NA,NA,NA,NA,NA,NA,1.0890625,185.020092995526,NA,0,10.7778645833333,1023.87520833333,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
73,Hackney - Old Street,-0.08491,51.526454,NA,346.089754443021,113.259740547635,NA,59.674438694842,80.6265424018047,NA,NA,6.30701849088368,NA,NA,NA,NA,NA,1.0890625,185.020092995526,NA,0,10.7778645833333,1023.87520833333,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
73,Westminster - Horseferry Road,-0.131938,51.494681,NA,166.155187063538,80.9240147647059,NA,NA,66.2411223970828,20.4198341223208,45.821288274762,NA,NA,NA,NA,NA,NA,1.0890625,185.020092995526,NA,0,10.7778645833333,1023.87520833333,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
74,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,280.213365690897,63.4823643064724,NA,34.909827651345,37.2474181168684,NA,NA,NA,NA,NA,NA,NA,NA,2.20416666666667,269.755298762149,NA,0,13.0294270833333,1022.66221875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
74,Hackney - Old Street,-0.08491,51.526454,NA,180.385986440308,75.8165359362018,NA,31.666724353533,34.0721825999598,NA,NA,24.6087231146136,NA,NA,NA,NA,NA,2.20416666666667,269.755298762149,NA,0,13.0294270833333,1022.66221875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
74,Westminster - Horseferry Road,-0.131938,51.494681,NA,65.9635138383293,48.3409398518518,NA,NA,19.2108640272673,7.12713174542127,12.083732281846,NA,NA,NA,NA,NA,NA,2.20416666666667,269.755298762149,NA,0,13.0294270833333,1022.66221875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
75,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,237.470541640593,64.1380133267361,NA,26.98527338567,24.8632023197772,NA,NA,NA,NA,NA,NA,NA,NA,1.75520833333333,257.379886855567,NA,0,14.27421875,1020.00269791667,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
75,Hackney - Old Street,-0.08491,51.526454,NA,185.282735186772,77.9752694389002,NA,25.9148303472909,23.6506073957695,NA,NA,20.1495156658642,NA,NA,NA,NA,NA,1.75520833333333,257.379886855567,NA,0,14.27421875,1020.00269791667,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
75,Westminster - Horseferry Road,-0.131938,51.494681,NA,50.5049510730828,40.8456820653595,NA,NA,12.7220849021143,3.72326160706302,8.9988232950513,NA,NA,NA,NA,NA,NA,1.75520833333333,257.379886855567,NA,0,14.27421875,1020.00269791667,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
76,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,380.80364383257,63.3082088673129,NA,40.1254534985583,38.1317538349695,NA,NA,NA,NA,NA,NA,NA,NA,1.3109375,246.221735608018,NA,0,11.2359375,1017.95934722222,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
76,Hackney - Old Street,-0.08491,51.526454,NA,214.456302988958,75.2393272730561,NA,34.4271769570543,32.8003861558388,NA,NA,9.23919120510826,NA,NA,NA,NA,NA,1.3109375,246.221735608018,NA,0,11.2359375,1017.95934722222,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
76,Westminster - Horseferry Road,-0.131938,51.494681,NA,67.0683841118243,42.5654248431373,NA,NA,19.5741405966894,5.6545969060082,13.9195436906812,NA,NA,NA,NA,NA,NA,1.3109375,246.221735608018,NA,0,11.2359375,1017.95934722222,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
77,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,261.130305329942,56.0603730807766,NA,32.4189201984437,29.1315297540307,NA,NA,NA,NA,NA,NA,NA,NA,2.778125,245.520693021196,NA,0,11.0994791666667,1012.99612586806,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
77,Hackney - Old Street,-0.08491,51.526454,NA,181.311051253335,74.6042954799548,NA,33.0817573140779,29.2214959330173,NA,NA,18.0783404712009,NA,NA,NA,NA,NA,2.778125,245.520693021196,NA,0,11.0994791666667,1012.99612586806,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
77,Westminster - Horseferry Road,-0.131938,51.494681,NA,55.4444902463764,40.1873163006536,NA,NA,15.1551450995402,3.66643989609418,11.488705203446,NA,NA,NA,NA,NA,NA,2.778125,245.520693021196,NA,0,11.0994791666667,1012.99612586806,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
78,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,326.007144986973,67.3135793474797,NA,39.7870363631581,34.1651391781749,NA,NA,NA,NA,NA,NA,NA,NA,2.44583333333333,223.938560221278,NA,0,11.1447916666667,1018.18788671875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
78,Hackney - Old Street,-0.08491,51.526454,NA,162.042062324657,74.0798922086349,NA,36.6450239965424,30.8172950606936,NA,NA,20.9701291784805,NA,NA,NA,NA,NA,2.44583333333333,223.938560221278,NA,0,11.1447916666667,1018.18788671875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
78,Westminster - Horseferry Road,-0.131938,51.494681,NA,52.5827656375537,38.3431047734205,NA,NA,19.01269865646,3.04546591032487,15.9672327461352,NA,NA,NA,NA,NA,NA,2.44583333333333,223.938560221278,NA,0,11.1447916666667,1018.18788671875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
79,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,206.051302758904,52.5925217844065,NA,30.0966977263639,30.6525369039279,NA,NA,NA,NA,NA,NA,NA,NA,3.4390625,215.326059351348,NA,NA,10.98125,NA,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
79,Hackney - Old Street,-0.08491,51.526454,NA,131.576795312936,63.9420445913055,NA,35.598189624134,33.7464808970576,NA,NA,35.3938026498185,NA,NA,NA,NA,NA,3.4390625,215.326059351348,NA,NA,10.98125,NA,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
79,Westminster - Horseferry Road,-0.131938,51.494681,NA,34.4084330336933,26.6251619782135,NA,NA,24.1864516587043,5.25289785442572,18.9335538042786,NA,NA,NA,NA,NA,NA,3.4390625,215.326059351348,NA,NA,10.98125,NA,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
80,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,279.674196241188,58.9915372879143,NA,28.325604466378,25.3780010911832,NA,NA,NA,NA,NA,NA,NA,NA,2.94270833333333,218.124917564368,NA,0,9.57526041666667,1000.06641477273,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
80,Hackney - Old Street,-0.08491,51.526454,NA,158.672135991635,69.5341206424038,NA,28.631249794227,24.602864070374,NA,NA,34.6417960291321,NA,NA,NA,NA,NA,2.94270833333333,218.124917564368,NA,0,9.57526041666667,1000.06641477273,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
80,Westminster - Horseferry Road,-0.131938,51.494681,NA,42.2283162648209,30.1027672222222,NA,NA,11.5016313184768,3.4680766546049,8.03355466387195,NA,NA,NA,NA,NA,NA,2.94270833333333,218.124917564368,NA,0,9.57526041666667,1000.06641477273,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
81,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,190.649239236508,48.169057808381,NA,18.6137145204544,15.8691068937333,NA,NA,NA,NA,NA,NA,NA,NA,2.990625,224.384567669983,NA,0.029166666666667,7.7640625,995.041984375,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
81,Hackney - Old Street,-0.08491,51.526454,NA,128.610544075555,62.9180081197458,NA,22.015122880929,17.9503789141123,NA,NA,39.5759103514558,NA,NA,NA,NA,NA,2.990625,224.384567669983,NA,0.029166666666667,7.7640625,995.041984375,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
81,Westminster - Horseferry Road,-0.131938,51.494681,NA,35.6134032518039,27.3258789760349,NA,NA,7.33328200829975,3.00460768085609,4.32867432744366,NA,NA,NA,NA,NA,NA,2.990625,224.384567669983,NA,0.029166666666667,7.7640625,995.041984375,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
82,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,205.085665187862,50.5690837902023,NA,22.2018991446129,17.2132507575531,NA,NA,NA,NA,NA,NA,NA,NA,1.884375,252.490578260672,NA,0.010416666666667,6.82760416666667,1003.23101822917,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
82,Hackney - Old Street,-0.08491,51.526454,NA,131.655057213546,59.616824074386,NA,18.9695607717036,13.7009365723216,NA,NA,33.7243533732353,NA,NA,NA,NA,NA,1.884375,252.490578260672,NA,0.010416666666667,6.82760416666667,1003.23101822917,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
82,Westminster - Horseferry Road,-0.131938,51.494681,NA,41.2813814535676,33.1048170043573,NA,NA,8.50210202442284,1.40130084770974,7.1008011767131,NA,NA,NA,NA,NA,NA,1.884375,252.490578260672,NA,0.010416666666667,6.82760416666667,1003.23101822917,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,3
83,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,405.618016448409,72.0293212209165,NA,35.0197478425227,31.4994580189553,NA,NA,NA,NA,NA,NA,NA,NA,1.3015625,164.193370290308,NA,0,6.94192708333333,1008.13880208333,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,3
83,Hackney - Old Street,-0.08491,51.526454,NA,148.861259724383,65.0116177444498,NA,22.8312397811409,21.3766404779782,NA,NA,27.025586670407,NA,NA,NA,NA,NA,1.3015625,164.193370290308,NA,0,6.94192708333333,1008.13880208333,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,3
