day,site,long,lat,X,nox,no2,so2,pm10_raw,pm10,v10,nv10,o3,pm25,v2.5,nv2.5,co,code,ws,wd,solar,rain,temp,bp,GRID.X,Prunus,Platanus,Acer,Tilia,Sorbus,Pyrus,Betula,Malus,Fraxinus,Carpinus,Crataegus,Corylus,Aesculus,Alnus,Quercus,Robinia,Ginkgo,Ilex,other,Total,sum,others.id.,month
205,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,58.965710523017,45.043289753391,NA,22.1172399699079,18.2754598345006,NA,NA,NA,NA,NA,NA,NA,NA,1.18333333333333,61.0673794253859,NA,NA,23.8704861111111,1012.43232638889,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
205,Hackney - Old Street,-0.08491,51.526454,NA,127.520193036618,57.7197270695578,NA,40.4074859276314,30.8768208833328,NA,NA,43.2987611311305,NA,NA,NA,NA,NA,1.18333333333333,61.0673794253859,NA,NA,23.8704861111111,1012.43232638889,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
205,Westminster - Horseferry Road,-0.131938,51.494681,NA,61.6247602206303,48.9241668823529,NA,NA,21.9136649845637,1.68092852960174,20.232736454962,NA,NA,NA,NA,NA,NA,1.18333333333333,61.0673794253859,NA,NA,23.8704861111111,1012.43232638889,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
206,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,163.674103485734,82.5151691121933,NA,27.4313317750783,25.0273440905463,NA,NA,NA,NA,NA,NA,NA,NA,0.315625,140.420792882967,NA,NA,20.5203125,1012.02079513889,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
206,Hackney - Old Street,-0.08491,51.526454,NA,163.675759786683,71.1484075824461,NA,35.1327456716261,26.8462011515715,NA,NA,24.5125490345138,NA,NA,NA,NA,NA,0.315625,140.420792882967,NA,NA,20.5203125,1012.02079513889,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
206,Westminster - Horseferry Road,-0.131938,51.494681,NA,96.0511743971683,71.6924400610022,NA,NA,22.1103507508395,1.82167682338232,20.2886739274571,NA,NA,NA,NA,NA,NA,0.315625,140.420792882967,NA,NA,20.5203125,1012.02079513889,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
207,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,191.861399692773,83.960315943318,NA,32.0564374247706,27.420167941403,NA,NA,NA,NA,NA,NA,NA,NA,0.317708333333333,250.373935648295,NA,NA,24.4736111111111,1011.36304861111,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
207,Hackney - Old Street,-0.08491,51.526454,NA,122.952906126204,57.2658004822879,NA,34.0109893398698,25.9890265826706,NA,NA,43.1387830383472,NA,NA,NA,NA,NA,0.317708333333333,250.373935648295,NA,NA,24.4736111111111,1011.36304861111,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
207,Westminster - Horseferry Road,-0.131938,51.494681,NA,65.4393140099322,51.31176591939,NA,NA,20.9591839573085,1.86582861039793,19.0933553469105,NA,NA,NA,NA,NA,NA,0.317708333333333,250.373935648295,NA,NA,24.4736111111111,1011.36304861111,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
208,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,223.595116158604,95.7716182568791,NA,22.8319415887096,21.7603311843991,NA,NA,NA,NA,NA,NA,NA,NA,0.252083333333333,248.212978183486,NA,NA,22.7232638888889,1011.33490972222,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
208,Hackney - Old Street,-0.08491,51.526454,NA,119.160168881783,53.4570259564689,NA,24.5647422699066,18.7708076783484,NA,NA,36.4679824837557,NA,NA,NA,NA,NA,0.252083333333333,248.212978183486,NA,NA,22.7232638888889,1011.33490972222,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
208,Westminster - Horseferry Road,-0.131938,51.494681,NA,33.4588850649284,28.8868541481481,NA,NA,12.0441893572958,1.5368314406389,10.5073579166569,NA,NA,NA,NA,NA,NA,0.252083333333333,248.212978183486,NA,NA,22.7232638888889,1011.33490972222,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
209,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,142.446388397585,59.2333601161155,NA,16.8101183634918,18.1045250960817,NA,NA,NA,NA,NA,NA,NA,NA,0.646875,132.288003166557,NA,NA,19.5072916666667,1010.59396354167,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
209,Hackney - Old Street,-0.08491,51.526454,NA,109.321914515606,44.7035893010614,NA,23.6583164317533,18.0781749246352,NA,NA,35.2282729740645,NA,NA,NA,NA,NA,0.646875,132.288003166557,NA,NA,19.5072916666667,1010.59396354167,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
209,Westminster - Horseferry Road,-0.131938,51.494681,NA,48.7290345620877,37.4495967864924,NA,NA,11.8925132806329,1.0320272746707,10.8604860059622,NA,NA,NA,NA,NA,NA,0.646875,132.288003166557,NA,NA,19.5072916666667,1010.59396354167,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
210,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,161.87570231225,68.2562555812557,NA,20.1167993365986,20.2489706235968,NA,NA,NA,NA,NA,NA,NA,NA,0.392708333333333,310.593118650455,NA,NA,22.8642361111111,1010.78268402778,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
210,Hackney - Old Street,-0.08491,51.526454,NA,117.857100057355,47.4748374545512,NA,23.9050996435232,18.2667508989109,NA,NA,36.5492393216858,NA,NA,NA,NA,NA,0.392708333333333,310.593118650455,NA,NA,22.8642361111111,1010.78268402778,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
210,Westminster - Horseferry Road,-0.131938,51.494681,NA,45.0958376204405,34.1891265010893,NA,NA,10.9194283640656,1.17714347392554,9.74228489014011,NA,NA,NA,NA,NA,NA,0.392708333333333,310.593118650455,NA,NA,22.8642361111111,1010.78268402778,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
211,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,327.300901518703,103.803039671366,NA,35.4994166418309,30.3637529191651,NA,NA,NA,NA,NA,NA,NA,NA,0.956770833333333,276.86678407169,NA,0,22.0512152777778,1011.35168576389,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
211,Hackney - Old Street,-0.08491,51.526454,NA,170.022313868467,66.9636663478679,NA,37.1517074706437,28.3889628554351,NA,NA,30.8165218892948,NA,NA,NA,NA,NA,0.956770833333333,276.86678407169,NA,0,22.0512152777778,1011.35168576389,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
211,Westminster - Horseferry Road,-0.131938,51.494681,NA,53.8901672180996,39.6143153019608,NA,NA,18.0731587393906,1.16415369619001,16.9090050432006,NA,NA,NA,NA,NA,NA,0.956770833333333,276.86678407169,NA,0,22.0512152777778,1011.35168576389,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
212,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,319.486421515336,103.4503468641,NA,35.8855657677225,29.2368321291683,NA,NA,NA,NA,NA,NA,NA,NA,1.5109375,225.863905947515,NA,0,21.7197916666667,1009.590984375,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,7
212,Hackney - Old Street,-0.08491,51.526454,NA,183.853678922304,70.8047442811991,NA,41.838666111198,31.9704374042642,NA,NA,18.7873578503415,NA,NA,NA,NA,NA,1.5109375,225.863905947515,NA,0,21.7197916666667,1009.590984375,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,7
212,Westminster - Horseferry Road,-0.131938,51.494681,NA,39.4779896473842,29.6966275686274,NA,NA,18.6511969763912,1.57732401909424,17.073872957297,NA,NA,NA,NA,NA,NA,1.5109375,225.863905947515,NA,0,21.7197916666667,1009.590984375,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,7
213,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,447.609280522798,125.184202624442,NA,41.4274678294689,33.5069453969743,NA,NA,NA,NA,NA,NA,NA,NA,1.4203125,192.554434657992,NA,0,20.9026041666667,1004.67853125,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
213,Hackney - Old Street,-0.08491,51.526454,NA,130.057635118265,56.2650423497587,NA,33.8973417663501,25.9021843629473,NA,NA,26.1292051761508,NA,NA,NA,NA,NA,1.4203125,192.554434657992,NA,0,20.9026041666667,1004.67853125,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
213,Westminster - Horseferry Road,-0.131938,51.494681,NA,30.5043384168546,24.0445784553377,NA,NA,19.7308588107923,1.71819476900232,18.01266404179,NA,NA,NA,NA,NA,NA,1.4203125,192.554434657992,NA,0,20.9026041666667,1004.67853125,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
214,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,257.501853074474,93.7126789362807,NA,25.6857180719151,21.3658407487906,NA,NA,NA,NA,NA,NA,NA,NA,1.68229166666667,177.466398311013,NA,0,20.2026041666667,999.992778645833,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
214,Hackney - Old Street,-0.08491,51.526454,NA,109.584535595078,50.674166966457,NA,23.2065226253409,17.7329429430718,NA,NA,30.9616418578728,NA,NA,NA,NA,NA,1.68229166666667,177.466398311013,NA,0,20.2026041666667,999.992778645833,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
214,Westminster - Horseferry Road,-0.131938,51.494681,NA,24.6009231609704,20.7283948431372,NA,NA,12.978573232609,1.82831753752558,11.1502556950834,NA,NA,NA,NA,NA,NA,1.68229166666667,177.466398311013,NA,0,20.2026041666667,999.992778645833,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
215,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,216.717555618659,86.076987416507,NA,22.8571449129062,17.2506725056284,NA,NA,NA,NA,NA,NA,NA,NA,1.8859375,210.208801805058,NA,0,19.6481770833333,1005.99294010417,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
215,Hackney - Old Street,-0.08491,51.526454,NA,83.7302746686794,41.8711037300365,NA,21.9553989707693,16.7769141256815,NA,NA,40.7660075142199,NA,NA,NA,NA,NA,1.8859375,210.208801805058,NA,0,19.6481770833333,1005.99294010417,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
215,Westminster - Horseferry Road,-0.131938,51.494681,NA,15.2284760846863,13.3766121786492,NA,NA,9.83779728719556,0.641771024487021,9.19602626270853,NA,NA,NA,NA,NA,NA,1.8859375,210.208801805058,NA,0,19.6481770833333,1005.99294010417,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
216,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,359.123297117859,108.562170337201,NA,30.5461451496027,23.6352066223319,NA,NA,NA,NA,NA,NA,NA,NA,1.23489583333333,224.766898800999,NA,0,20.4,1011.9242421875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
216,Hackney - Old Street,-0.08491,51.526454,NA,156.120120803542,60.9509143754353,NA,31.668311180008,24.1989015038945,NA,NA,23.7081355268797,NA,NA,NA,NA,NA,1.23489583333333,224.766898800999,NA,0,20.4,1011.9242421875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
216,Westminster - Horseferry Road,-0.131938,51.494681,NA,36.7880671339727,26.8090926081273,NA,NA,13.3828452176705,0.923253473670937,12.4595917439995,NA,NA,NA,NA,NA,NA,1.23489583333333,224.766898800999,NA,0,20.4,1011.9242421875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
217,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,435.106352604151,125.144606672014,NA,46.7503392185782,36.1360829563464,NA,NA,NA,NA,NA,NA,NA,NA,1.50434782608696,196.191816046417,NA,0,20.298097826087,1013.53308423913,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
217,Hackney - Old Street,-0.08491,51.526454,NA,116.850135904272,54.6869875994703,NA,28.3081091433978,21.6312496434931,NA,NA,27.4004818570896,NA,NA,NA,NA,NA,1.50885416666667,196.438312371209,NA,0,20.4263020833333,1013.59393489583,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
217,Westminster - Horseferry Road,-0.131938,51.494681,NA,31.5663853210368,24.2170088661551,NA,NA,24.6506772444869,1.5610011905357,23.0896760539512,NA,NA,NA,NA,NA,NA,1.50885416666667,196.438312371209,NA,0,20.4263020833333,1013.59393489583,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
218,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,350.909905212821,99.798829056427,NA,32.8702905276036,25.2848388673874,NA,NA,NA,NA,NA,NA,NA,NA,1.2734375,209.329986576328,NA,0.116666666666667,21.0333333333333,1007.49596614583,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
218,Hackney - Old Street,-0.08491,51.526454,NA,168.32072954654,68.5620037680613,NA,31.2806113247093,23.9026460276198,NA,NA,20.1666277670371,NA,NA,NA,NA,NA,1.2734375,209.329986576328,NA,0.116666666666667,21.0333333333333,1007.49596614583,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
218,Westminster - Horseferry Road,-0.131938,51.494681,NA,36.3774100560354,28.1457754343434,NA,NA,13.5190475928275,1.2445846745977,12.2744629182298,NA,NA,NA,NA,NA,NA,1.2734375,209.329986576328,NA,0.116666666666667,21.0333333333333,1007.49596614583,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
219,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,296.596204118815,92.9392012954756,NA,30.9468071155738,23.8052362427491,NA,NA,NA,NA,NA,NA,NA,NA,0.902604166666667,210.071863814261,NA,0,22.5489583333333,1010.07668489583,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
219,Hackney - Old Street,-0.08491,51.526454,NA,173.114629272697,68.8928625171826,NA,30.6439879993244,23.4161791283114,NA,NA,22.5337772579348,NA,NA,NA,NA,NA,0.902604166666667,210.071863814261,NA,0,22.5489583333333,1010.07668489583,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
219,Westminster - Horseferry Road,-0.131938,51.494681,NA,59.5387921040369,50.2891535006536,NA,NA,15.3113232729065,1.42072907041811,13.8905942024884,NA,NA,NA,NA,NA,NA,0.902604166666667,210.071863814261,NA,0,22.5489583333333,1010.07668489583,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
220,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,240.963133690746,96.3630295603442,NA,29.5346938656967,22.7189952813052,NA,NA,NA,NA,NA,NA,NA,NA,0.945833333333333,138.888395296339,NA,0.120833333333333,19.7307291666667,1003.614875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
220,Hackney - Old Street,-0.08491,51.526454,NA,173.406495227102,73.1019320754559,NA,33.0555295876295,25.2589252424389,NA,NA,16.7851392207202,NA,NA,NA,NA,NA,0.945833333333333,138.888395296339,NA,0.120833333333333,19.7307291666667,1003.614875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
220,Westminster - Horseferry Road,-0.131938,51.494681,NA,69.0453810132339,51.0570593050109,NA,NA,22.1543139846295,3.59415707571526,18.5601569089142,NA,NA,NA,NA,NA,NA,0.945833333333333,138.888395296339,NA,0.120833333333333,19.7307291666667,1003.614875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
221,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,236.65242720861,80.5264461117292,NA,28.4075530149699,21.8519638576692,NA,NA,NA,NA,NA,NA,NA,NA,2.17395833333333,217.231111520655,NA,0.020833333333333,19.0416666666667,1003.34251822917,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
221,Hackney - Old Street,-0.08491,51.526454,NA,121.068706941467,49.4065971013633,NA,27.6111583727892,21.0986843622202,NA,NA,26.8705882572432,NA,NA,NA,NA,NA,2.17395833333333,217.231111520655,NA,0.020833333333333,19.0416666666667,1003.34251822917,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
221,Westminster - Horseferry Road,-0.131938,51.494681,NA,23.332866746072,18.1227699302832,NA,NA,13.2593799873405,1.51050678476601,11.7488732025745,NA,NA,NA,NA,NA,NA,2.17395833333333,217.231111520655,NA,0.020833333333333,19.0416666666667,1003.34251822917,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
222,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,142.319770445495,55.133177136576,NA,17.6523383861894,13.5787218355303,NA,NA,NA,NA,NA,NA,NA,NA,2.80729166666667,183.547818005566,NA,0.1375,17.6575520833333,995.628328125,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
222,Hackney - Old Street,-0.08491,51.526454,NA,77.6721548255369,36.6857474550161,NA,17.9644612770864,13.7272943461909,NA,NA,29.9886438635164,NA,NA,NA,NA,NA,2.80729166666667,183.547818005566,NA,0.1375,17.6575520833333,995.628328125,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
222,Westminster - Horseferry Road,-0.131938,51.494681,NA,18.5781032884292,15.7158724030501,NA,NA,8.06795758701136,1.69895611514802,6.36900147186334,NA,NA,NA,NA,NA,NA,2.80729166666667,183.547818005566,NA,0.1375,17.6575520833333,995.628328125,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
223,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,217.436243572649,68.7783074689761,NA,22.2170008640188,17.0900006646299,NA,NA,NA,NA,NA,NA,NA,NA,2.98854166666667,221.737372234958,NA,0.004166666666667,16.77578125,1003.541046875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
223,Hackney - Old Street,-0.08491,51.526454,NA,112.667086909469,45.3680299194202,NA,24.2173012899672,18.505315464249,NA,NA,25.1747926834522,NA,NA,NA,NA,NA,2.98854166666667,221.737372234958,NA,0.004166666666667,16.77578125,1003.541046875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
223,Westminster - Horseferry Road,-0.131938,51.494681,NA,28.7676263480461,20.4036815272331,NA,NA,10.8227114297496,1.24557863406445,9.57713279568516,NA,NA,NA,NA,NA,NA,2.98854166666667,221.737372234958,NA,0.004166666666667,16.77578125,1003.541046875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
224,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,268.652328712145,86.8396663214852,NA,25.674410017936,19.7495461676431,NA,NA,NA,NA,NA,NA,NA,NA,2.62552083333333,222.865400490972,NA,0.041666666666667,16.3598958333333,1003.0492265625,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
224,Hackney - Old Street,-0.08491,51.526454,NA,131.291636597454,56.1797789573217,NA,27.5055506845267,21.0179857094947,NA,NA,31.3779873555632,NA,NA,NA,NA,NA,2.62552083333333,222.865400490972,NA,0.041666666666667,16.3598958333333,1003.0492265625,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
224,Westminster - Horseferry Road,-0.131938,51.494681,NA,32.3240790445999,24.9342672745098,NA,NA,13.6461246345415,1.69916602559177,11.9469586089498,NA,NA,NA,NA,NA,NA,2.62552083333333,222.865400490972,NA,0.041666666666667,16.3598958333333,1003.0492265625,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
225,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,268.127018000045,82.8592512744475,NA,25.398422291449,19.5372479164992,NA,NA,NA,NA,NA,NA,NA,NA,1.87864583333333,249.312335406423,NA,0.002083333333333,18,1001.45285677083,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
225,Hackney - Old Street,-0.08491,51.526454,NA,174.586191698047,61.0215020299114,NA,26.9071051075255,20.5606918079987,NA,NA,18.4020881398868,NA,NA,NA,NA,NA,1.87864583333333,249.312335406423,NA,0.002083333333333,18,1001.45285677083,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
225,Westminster - Horseferry Road,-0.131938,51.494681,NA,54.501999410152,36.3227899978213,NA,NA,11.3412130020206,0.867301281982052,10.4739117200385,NA,NA,NA,NA,NA,NA,1.87864583333333,249.312335406423,NA,0.002083333333333,18,1001.45285677083,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
226,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,394.741733308642,110.23268984367,NA,34.5323349726057,26.5633345943121,NA,NA,NA,NA,NA,NA,NA,NA,1.146875,239.676525780758,NA,0.047916666666667,16.20546875,1005.39009114583,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
226,Hackney - Old Street,-0.08491,51.526454,NA,222.412143775316,76.6532815501518,NA,28.4563353120471,21.7445146179041,NA,NA,9.07154708409861,NA,NA,NA,NA,NA,1.146875,239.676525780758,NA,0.047916666666667,16.20546875,1005.39009114583,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
226,Westminster - Horseferry Road,-0.131938,51.494681,NA,68.8083822964348,48.6727359803921,NA,NA,15.1166916433158,1.23733519999018,13.8793564433256,NA,NA,NA,NA,NA,NA,1.146875,239.676525780758,NA,0.047916666666667,16.20546875,1005.39009114583,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
227,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,335.732896413772,98.7245786317699,NA,32.5260623200761,25.02004793852,NA,NA,NA,NA,NA,NA,NA,NA,1.1296875,294.316660699221,NA,0.002083333333333,16.7118923611111,1012.01961979167,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
227,Hackney - Old Street,-0.08491,51.526454,NA,162.677128375925,52.5209162537921,NA,28.1470441838229,21.5081740847642,NA,NA,17.0299396872654,NA,NA,NA,NA,NA,1.1296875,294.316660699221,NA,0.002083333333333,16.7118923611111,1012.01961979167,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
227,Westminster - Horseferry Road,-0.131938,51.494681,NA,67.4657982367238,44.4785361873638,NA,NA,15.4889616618329,0.999713711688615,14.4892479501443,NA,NA,NA,NA,NA,NA,1.1296875,294.316660699221,NA,0.002083333333333,16.7118923611111,1012.01961979167,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
228,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,243.968759159976,84.2865178083594,NA,24.1115489974409,18.5473453826469,NA,NA,NA,NA,NA,NA,NA,NA,1.95677083333333,251.687276420548,NA,0,17.5072916666667,1015.36559895833,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
228,Hackney - Old Street,-0.08491,51.526454,NA,166.790257483787,62.4551869603692,NA,26.7889233420342,20.4703848482614,NA,NA,23.3677040983586,NA,NA,NA,NA,NA,1.95677083333333,251.687276420548,NA,0,17.5072916666667,1015.36559895833,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
228,Westminster - Horseferry Road,-0.131938,51.494681,NA,47.6364302148613,34.5335897995643,NA,NA,10.8046941322868,1.97773105782993,8.82696307445687,NA,NA,NA,NA,NA,NA,1.95677083333333,251.687276420548,NA,0,17.5072916666667,1015.36559895833,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
229,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,135.830062618933,56.1136072479395,NA,13.099426699191,10.0764820763008,NA,NA,NA,NA,NA,NA,NA,NA,2.871875,241.875696137433,NA,0.004166666666667,16.8794270833333,1005.16646875,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
229,Hackney - Old Street,-0.08491,51.526454,NA,95.4561319490565,41.5841962239109,NA,18.4185136982728,14.0742522169609,NA,NA,32.4734129859578,NA,NA,NA,NA,NA,2.871875,241.875696137433,NA,0.004166666666667,16.8794270833333,1005.16646875,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
229,Westminster - Horseferry Road,-0.131938,51.494681,NA,23.5550238309387,18.6099197995643,NA,NA,7.44514202314685,1.96478742339865,5.48035459974821,NA,NA,NA,NA,NA,NA,2.871875,241.875696137433,NA,0.004166666666667,16.8794270833333,1005.16646875,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
230,Ealing - Hanger Lane Gyratory,-0.292488,51.53085,NA,292.43350512951,88.9354050332465,NA,26.0726204163609,20.0558618587392,NA,NA,NA,NA,NA,NA,NA,NA,1.71304347826087,257.385624693475,NA,0.01304347826087,15.2932065217391,1005.1980625,518537,10,2,2,76,2,2,2,1,1,6,0,2,7,1,1,0,0,0,79,194,194,79,8
230,Hackney - Old Street,-0.08491,51.526454,NA,190.448621777425,64.6472339177857,NA,27.2035907512545,20.7872472074684,NA,NA,14.3089659391322,NA,NA,NA,NA,NA,1.7359375,258.333677350411,NA,0.0125,15.4828125,1005.21192447917,532947,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,22,8
230,Westminster - Horseferry Road,-0.131938,51.494681,NA,60.4355109981978,40.7615692440087,NA,NA,10.8081773925318,1.22049650707064,9.58768088546117,NA,NA,NA,NA,NA,NA,1.7359375,258.333677350411,NA,0.0125,15.4828125,1005.21192447917,529802,36,94,9,12,12,27,22,26,7,4,1,0,0,4,0,9,5,4,40,312,312,40,8
